Zaccel, Zsonar, Sonar Value, TIME, Created by Kevin Sheridan's Quadcopter GUI
0.0, 0.0, 20.0, 13:41:34
0.0, 0.0, 20.0, 13:41:34
0.0, 0.0, 20.0, 13:41:34
0.0, 0.0, 20.0, 13:41:34
0.0, 0.0, 20.0, 13:41:34
0.0, 0.0, 20.0, 13:41:34
0.0, 0.0, 20.0, 13:41:34
0.0, 0.0, 20.0, 13:41:34
0.0, 0.0, 20.0, 13:41:34
0.08032799, 0.0, 20.0, 13:41:34
0.08032799, 0.0, 20.0, 13:41:34
0.08032799, 0.0, 20.0, 13:41:34
0.0, 0.0, 20.0, 13:41:34
0.0, 0.0, 20.0, 13:41:34
0.0, 0.0, 20.0, 13:41:34
0.0, 0.0, 20.0, 13:41:34
0.0, 0.0, 20.0, 13:41:34
0.0, 0.0, 20.0, 13:41:34
0.0, 0.0, 20.0, 13:41:34
0.0, 0.0, 20.0, 13:41:34
0.0, 0.0, 20.0, 13:41:34
0.0, 0.0, 20.0, 13:41:34
0.0, 0.0, 20.0, 13:41:34
0.0, 0.0, 20.0, 13:41:34
0.0, 0.0, 20.0, 13:41:34
0.0, 0.0, 20.0, 13:41:34
0.0, 0.0, 20.0, 13:41:34
0.0, 0.0, 20.0, 13:41:34
0.0, 0.0, 20.0, 13:41:35
0.0, 0.0, 20.0, 13:41:35
0.0, 0.0, 20.0, 13:41:35
0.0, 0.0, 20.0, 13:41:35
0.0, 0.0, 20.0, 13:41:35
0.0, 0.0, 20.0, 13:41:35
0.0, 0.0, 20.0, 13:41:35
0.0, 0.0, 20.0, 13:41:35
0.0, 0.0, 20.0, 13:41:35
0.0, 0.0, 20.0, 13:41:35
0.0, 0.0, 20.0, 13:41:35
0.08032799, 0.0, 20.0, 13:41:35
0.08032799, 0.0, 20.0, 13:41:35
0.08032799, 0.0, 20.0, 13:41:35
0.0, 0.0, 20.0, 13:41:35
0.0, 0.0, 20.0, 13:41:35
0.0, 0.0, 20.0, 13:41:35
0.08032799, 0.0, 20.0, 13:41:35
0.08032799, 0.0, 20.0, 13:41:35
0.08032799, 0.0, 20.0, 13:41:35
0.0, 0.0, 20.0, 13:41:35
0.0, 0.0, 20.0, 13:41:35
0.0, 0.0, 20.0, 13:41:35
-0.16065598, 0.0, 20.0, 13:41:35
-0.16065598, 0.0, 20.0, 13:41:35
-0.16065598, 0.0, 20.0, 13:41:35
0.16065598, 0.0, 20.0, 13:41:35
0.16065598, 0.0, 20.0, 13:41:35
0.16065598, 0.0, 20.0, 13:41:35
0.16065598, 0.0, 20.0, 13:41:35
0.16065598, 0.0, 20.0, 13:41:36
0.16065598, 0.0, 20.0, 13:41:36
0.24098301, 0.0, 20.0, 13:41:36
0.24098301, 0.0, 20.0, 13:41:36
0.24098301, 0.0, 20.0, 13:41:36
0.5622959, 0.0, 20.0, 13:41:36
0.16065598, 0.0, 20.0, 13:41:36
-0.72295094, 0.0, 20.0, 13:41:36
-0.24098301, 0.0, 20.0, 13:41:36
-0.24098301, 0.0, 20.0, 13:41:36
0.08032799, 0.0, 20.0, 13:41:36
0.08032799, 0.0, 20.0, 13:41:36
-0.08032799, 0.0, 94.0, 13:41:36
-0.08032799, 0.0, 94.0, 13:41:36
-0.08032799, 0.0, 95.0, 13:41:36
-0.08032799, 0.0, 95.0, 13:41:36
-0.08032799, 0.0, 95.0, 13:41:36
-0.16065598, -74.0, 96.0, 13:41:37
-0.16065598, -74.0, 96.0, 13:41:37
-0.16065598, -74.0, 96.0, 13:41:37
-0.40163994, -1.0, 97.0, 13:41:37
-0.40163994, -1.0, 97.0, 13:41:37
-0.40163994, -1.0, 97.0, 13:41:37
-0.48196697, -1.0, 98.0, 13:41:37
-0.48196697, -1.0, 98.0, 13:41:37
-0.48196697, -1.0, 98.0, 13:41:37
0.24098301, -1.0, 72.0, 13:41:37
0.24098301, -1.0, 72.0, 13:41:37
0.24098301, -1.0, 72.0, 13:41:37
-0.08032799, -1.0, 52.0, 13:41:37
-0.08032799, -1.0, 52.0, 13:41:37
-0.08032799, -1.0, 52.0, 13:41:37
-0.16065598, 20.0, 47.0, 13:41:37
-0.16065598, 20.0, 47.0, 13:41:37
-0.16065598, 20.0, 47.0, 13:41:37
0.08032799, 1.0, 45.0, 13:41:37
0.08032799, 1.0, 45.0, 13:41:37
0.08032799, 1.0, 45.0, 13:41:37
-0.40163994, 4.0, 42.0, 13:41:37
-0.40163994, 4.0, 42.0, 13:41:37
-0.40163994, 4.0, 42.0, 13:41:37
0.0, 2.0, 41.0, 13:41:37
0.0, 2.0, 41.0, 13:41:37
-0.48196697, 3.0, 56.0, 13:41:37
-0.48196697, 3.0, 56.0, 13:41:38
-0.16065598, 1.0, 38.0, 13:41:38
-0.16065598, 1.0, 38.0, 13:41:38
0.0, -15.0, 40.0, 13:41:38
0.0, -15.0, 40.0, 13:41:38
0.5622959, -2.0, 77.0, 13:41:38
0.5622959, -2.0, 77.0, 13:41:38
0.16065598, -2.0, 88.0, 13:41:38
0.16065598, -2.0, 88.0, 13:41:38
-0.08032799, -6.0, 88.0, 13:41:38
-0.08032799, -6.0, 88.0, 13:41:38
0.32131195, -5.0, 89.0, 13:41:38
0.32131195, -5.0, 89.0, 13:41:38
-0.24098301, -1.0, 90.0, 13:41:38
-0.24098301, -1.0, 90.0, 13:41:39
-0.24098301, 0.0, 91.0, 13:41:39
-0.24098301, -1.0, 91.0, 13:41:39
0.08032799, -1.0, 91.0, 13:41:39
0.08032799, -1.0, 91.0, 13:41:39
0.0, 0.0, 91.0, 13:41:39
0.0, 0.0, 91.0, 13:41:39
0.0, 0.0, 91.0, 13:41:39
-0.24098301, 0.0, 92.0, 13:41:39
-0.24098301, 0.0, 92.0, 13:41:39
-0.24098301, 0.0, 92.0, 13:41:39
-0.24098301, -1.0, 92.0, 13:41:39
-0.24098301, -1.0, 92.0, 13:41:39
-0.24098301, -1.0, 92.0, 13:41:39
-0.24098301, -1.0, 92.0, 13:41:39
-0.24098301, -1.0, 92.0, 13:41:39
-0.24098301, -1.0, 92.0, 13:41:39
0.16065598, 0.0, 92.0, 13:41:39
0.16065598, 0.0, 92.0, 13:41:39
0.16065598, 0.0, 92.0, 13:41:39
0.9639349, 0.0, 92.0, 13:41:39
0.9639349, 0.0, 92.0, 13:41:39
0.9639349, 0.0, 92.0, 13:41:39
1.6065569, 0.0, 93.0, 13:41:39
1.6065569, 0.0, 93.0, 13:41:40
1.6065569, 0.0, 93.0, 13:41:40
-0.24098301, 0.0, 95.0, 13:41:40
-0.24098301, 0.0, 95.0, 13:41:40
-3.2131147, -1.0, 98.0, 13:41:40
-3.2131147, -1.0, 98.0, 13:41:40
-6.104918, -2.0, 97.0, 13:41:40
-6.104918, -2.0, 97.0, 13:41:40
1.6868849, 1.0, 81.0, 13:41:40
1.6868849, 1.0, 81.0, 13:41:40
6.5868864, 6.0, 72.0, 13:41:40
6.5868864, 6.0, 72.0, 13:41:40
8.27377, 10.0, 68.0, 13:41:40
8.27377, 10.0, 68.0, 13:41:40
8.27377, 10.0, 68.0, 13:41:40
7.4704924, 9.0, 72.0, 13:41:40
7.4704924, 9.0, 72.0, 13:41:40
