Zaccel, Zsonar, Sonar Value, TIME, Created by Kevin Sheridan's Quadcopter GUI
3.6950817, 12.122449, 100.0, 15:53:47
3.6950817, 12.122449, 100.0, 15:53:47
-7.3098364, -1.9667733, 120.0, 15:53:47
-7.3098364, -1.9667733, 120.0, 15:53:47
-7.3098364, -1.9667733, 120.0, 15:53:47
-7.8721313, -6.2155266, 123.0, 15:53:47
-7.8721313, -6.2155266, 123.0, 15:53:47
4.0967216, -4.3809066, 106.0, 15:53:48
8.836066, 2.730814, 98.0, 15:53:48
8.032788, 6.9028487, 97.0, 15:53:48
1.7672138, 9.886238, 105.0, 15:53:48
-8.916393, -8.542333, 122.0, 15:53:48
-2.2491803, -10.203041, 111.0, 15:53:48
-2.2491803, -10.203041, 111.0, 15:53:48
8.27377, 10.211332, 90.0, 15:53:49
8.27377, 10.211332, 90.0, 15:53:49
-5.542623, 3.2393909, 115.0, 15:53:49
-5.542623, 3.2393909, 115.0, 15:53:49
-8.996721, -6.285715, 123.0, 15:53:49
-8.27377, -8.333333, 123.0, 15:53:49
-8.27377, -8.333333, 123.0, 15:53:49
8.032788, -4.5145807, 98.0, 15:53:49
8.032788, -4.5145807, 98.0, 15:53:49
8.032788, -4.5145807, 98.0, 15:53:49
13.013114, 5.507578, 89.0, 15:53:49
13.013114, 5.507578, 89.0, 15:53:49
8.836066, 12.473684, 92.0, 15:53:49
8.836066, 12.473684, 92.0, 15:53:49
-1.2049189, 10.233649, 105.0, 15:53:50
-1.2049189, 10.233649, 105.0, 15:53:50
-8.755738, -97.628426, 41.0, 15:53:50
2.0081959, 157.8947, 109.0, 15:53:50
2.0081959, 157.8947, 109.0, 15:53:50
11.567214, -82.64463, 96.0, 15:53:50
11.567214, -82.64463, 96.0, 15:53:50
-7.8721313, -4.164931, 120.0, 15:53:50
-9.398361, -6.1836743, 123.0, 15:53:50
-9.398361, -6.1836743, 123.0, 15:53:50
-5.462295, -10.172431, 116.0, 15:53:50
-5.462295, -10.172431, 116.0, 15:53:51
6.4262304, -6.9292927, 102.0, 15:53:51
6.4262304, -6.9292927, 102.0, 15:53:51
11.245902, 3.6565092, 92.0, 15:53:51
0.80327797, 9.39192, 103.0, 15:53:51
-5.542623, 1.7959177, 115.0, 15:53:51
6.1852465, 12.769814, 96.0, 15:53:52
6.1852465, 12.769814, 96.0, 15:53:52
-9.398361, -7.8398705, 125.0, 15:53:52
-9.398361, -7.8398705, 125.0, 15:53:52
-6.265574, -9.224381, 120.0, 15:53:52
-6.265574, -9.224381, 120.0, 15:53:52
3.7754107, -6.674821, 109.0, 15:53:52
10.442624, -1.6898772, 96.0, 15:53:52
3.6147537, 9.350271, 103.0, 15:53:52
3.6147537, 9.350271, 103.0, 15:53:52
-8.595082, -2.976454, 128.0, 15:53:53
-8.595082, -2.976454, 128.0, 15:53:53
-8.113115, -62.353073, 78.0, 15:53:53
-4.980328, 93.867966, 120.0, 15:53:53
-4.980328, 93.867966, 120.0, 15:53:53
8.595082, -61.553024, 104.0, 15:53:53
8.595082, -61.553024, 104.0, 15:53:53
8.595082, -61.553024, 104.0, 15:53:53
12.531148, 5.666666, 93.0, 15:53:53
12.531148, 5.666666, 93.0, 15:53:53
9.559016, 12.131415, 94.0, 15:53:53
9.559016, 12.131415, 94.0, 15:53:53
9.559016, 12.131415, 94.0, 15:53:53
0.48196697, 11.223344, 106.0, 15:53:53
0.48196697, 11.223344, 106.0, 15:53:53
-7.0688524, 2.040609, 120.0, 15:53:53
-7.0688524, 2.040609, 120.0, 15:53:53
-8.996721, -93.55605, 49.0, 15:53:53
-8.996721, -93.55605, 49.0, 15:53:53
-8.996721, -93.55605, 49.0, 15:53:53
-8.27377, 68.73684, 43.0, 15:53:53
-8.27377, 68.73684, 43.0, 15:53:53
-8.27377, 68.73684, 43.0, 15:53:54
10.121312, -89.08789, 100.0, 15:53:54
10.121312, -89.08789, 100.0, 15:53:54
11.808196, 9.338907, 94.0, 15:53:54
11.808196, 9.338907, 94.0, 15:53:54
11.808196, 9.338907, 94.0, 15:53:54
6.8278704, 11.060605, 99.0, 15:53:54
6.8278704, 11.060605, 99.0, 15:53:54
-2.2491803, 9.233751, 113.0, 15:53:54
-2.2491803, 9.233751, 113.0, 15:53:54
-2.2491803, 9.233751, 113.0, 15:53:54
-8.27377, 0.6267661, 127.0, 15:53:54
-8.27377, 0.6267661, 127.0, 15:53:54
-8.27377, 0.6267661, 127.0, 15:53:54
-7.8721313, -9.736842, 132.0, 15:53:54
-7.8721313, -9.736842, 132.0, 15:53:54
-7.8721313, -9.736842, 132.0, 15:53:54
-8.113115, -10.999999, 126.0, 15:53:54
12.209836, -1.1989937, 95.0, 15:53:54
12.209836, -1.1989937, 95.0, 15:53:54
12.290164, 12.753688, 91.0, 15:53:55
12.290164, 12.753688, 91.0, 15:53:55
-4.819672, 22.106882, 114.0, 15:53:55
-4.819672, 22.106882, 114.0, 15:53:55
-4.819672, 22.106882, 114.0, 15:53:55
-8.996721, -12.637867, 124.0, 15:53:55
-8.996721, -12.637867, 124.0, 15:53:55
-8.996721, -12.637867, 124.0, 15:53:55
-8.67541, -8.481277, 126.0, 15:53:55
-8.67541, -8.481277, 126.0, 15:53:55
-8.67541, -8.481277, 126.0, 15:53:55
-5.9442625, -11.020203, 117.0, 15:53:55
