DATA1, DATA2, DATA3, DATA4, TIME, Created by Kevin Sheridan's Quadcopter GUI
0.24098301, 1.0, 84.0, 84.0, 7:59:19
0.24098301, 1.0, 84.0, 84.0, 7:59:19
0.24098301, 1.0, 84.0, 84.0, 7:59:19
0.08032799, 0.0, 84.0, 84.0, 7:59:19
0.08032799, 0.0, 84.0, 84.0, 7:59:19
0.08032799, 0.0, 84.0, 84.0, 7:59:19
0.16065598, 0.0, 84.0, 84.0, 7:59:19
0.16065598, 0.0, 84.0, 84.0, 7:59:19
0.16065598, 0.0, 84.0, 84.0, 7:59:19
0.08032799, 0.0, 84.0, 84.0, 7:59:19
0.08032799, 0.0, 84.0, 84.0, 7:59:19
0.08032799, 0.0, 84.0, 84.0, 7:59:19
0.0, 0.0, 84.0, 84.0, 7:59:19
0.0, 0.0, 84.0, 84.0, 7:59:19
0.0, 0.0, 84.0, 84.0, 7:59:19
0.0, 0.0, 84.0, 84.0, 7:59:19
0.0, 0.0, 84.0, 84.0, 7:59:19
0.0, 0.0, 84.0, 84.0, 7:59:19
-0.321311, 0.0, 84.0, 84.0, 7:59:19
-0.321311, 0.0, 84.0, 84.0, 7:59:19
-0.321311, 0.0, 84.0, 84.0, 7:59:19
-0.24098301, 0.0, 84.0, 84.0, 7:59:19
-0.24098301, 0.0, 84.0, 84.0, 7:59:19
-0.24098301, 0.0, 84.0, 84.0, 7:59:19
0.5622959, 0.0, 84.0, 83.0, 7:59:19
0.5622959, 0.0, 84.0, 83.0, 7:59:19
0.5622959, 0.0, 84.0, 83.0, 7:59:19
0.48196697, -1.0, 84.0, 83.0, 7:59:19
0.48196697, -1.0, 84.0, 83.0, 7:59:19
0.48196697, -1.0, 84.0, 83.0, 7:59:19
0.48196697, 1.0, 83.0, 83.0, 7:59:20
0.48196697, 1.0, 83.0, 83.0, 7:59:20
0.48196697, 1.0, 83.0, 83.0, 7:59:20
0.24098301, 0.0, 83.0, 83.0, 7:59:20
0.24098301, 0.0, 83.0, 83.0, 7:59:20
0.24098301, 0.0, 83.0, 83.0, 7:59:20
0.0, 0.0, 83.0, 83.0, 7:59:20
0.0, 0.0, 83.0, 83.0, 7:59:20
0.0, 0.0, 83.0, 83.0, 7:59:20
-0.16065598, 0.0, 83.0, 84.0, 7:59:20
-0.16065598, 0.0, 83.0, 84.0, 7:59:20
-0.16065598, 0.0, 83.0, 84.0, 7:59:20
-0.321311, 1.0, 83.0, 84.0, 7:59:20
-0.321311, 1.0, 83.0, 84.0, 7:59:20
-0.321311, 1.0, 83.0, 84.0, 7:59:20
0.72295094, -1.0, 84.0, 84.0, 7:59:20
