Complete data set for Project: Unknown refer to GUI for structure
-0.54322165,0.57034993,206.44492,140,1110.0,1110.0,1110.0,1110.0,2665,50,76,87,20,0.08032799,4168,-0.95291317,-0.9685173,0,56912,16:48:40
-0.53595495,0.56517255,206.80801,140,1110.0,1110.0,1110.0,1110.0,2665,51,75,91,20,0.08032799,4255,-0.95167726,-0.9576804,0,83,16:48:40
-0.5334745,0.5619423,207.2059,140,1110.0,1110.0,1110.0,1110.0,2665,50,106,87,20,0.08032799,4252,-0.9494169,-0.95357096,0,111,16:48:40
-0.5245595,0.56248385,206.92741,140,1110.0,1110.0,1110.0,1110.0,2301,50,54,84,20,0.16065598,4248,-0.95570874,-0.9448838,0,102,16:48:40
-0.52216417,0.5614367,205.40979,140,1110.0,1110.0,1110.0,1110.0,402,50,78,85,20,0.16065598,4257,-0.9556377,-0.9422438,0,101,16:48:40
-0.526588,0.5544805,206.92697,140,1110.0,1110.0,1110.0,1110.0,2665,51,62,90,20,0.16065598,4199,-0.9457118,-0.9438746,0,100,16:48:40
-0.52667564,0.5568173,206.5336,140,1110.0,1110.0,1110.0,1110.0,2665,51,80,87,20,0.08032799,4245,-0.94751453,-0.94363624,0,104,16:48:40
-0.52965903,0.55645984,205.95538,140,1110.0,1110.0,1110.0,1110.0,2665,50,60,86,20,0.08032799,4243,-0.9458121,-0.94693136,0,112,16:48:40
-0.5254736,0.54759645,206.92831,140,1110.0,1110.0,1110.0,1110.0,126,49,63,87,20,0.16065598,4244,-0.9395648,-0.9388748,0,102,16:48:40
-0.5230209,0.54502755,206.56479,140,1110.0,1110.0,1110.0,1110.0,352,50,60,87,20,0.16065598,4164,-0.93705595,-0.93491906,0,101,16:48:40
-0.515074,0.54948205,206.92645,140,1110.0,1110.0,1110.0,1110.0,211,51,60,87,20,0.08032799,4249,-0.94635147,-0.9290529,0,101,16:48:41
-0.5207327,0.551303,206.68593,140,1110.0,1110.0,1110.0,1110.0,796,49,58,87,20,0.08032799,4200,-0.9442043,-0.935221,0,102,16:48:41
-0.51105696,0.5509352,206.68018,140,1110.0,1110.0,1110.0,1110.0,103,50,76,85,20,0.16065598,4200,-0.94997734,-0.9260959,0,102,16:48:41
-0.5059983,0.55555415,206.2034,140,1110.0,1110.0,1110.0,1110.0,1349,51,59,88,20,0.08032799,4247,-0.95728904,-0.9226626,0,98,16:48:41
-0.5054376,0.5540162,205.82878,140,1110.0,1110.0,1110.0,1110.0,127,50,42,82,20,0.08032799,4199,-0.95533174,-0.92192006,0,102,16:48:41
-0.49298206,0.5484701,206.08025,140,1110.0,1110.0,1110.0,1110.0,720,50,69,87,20,0.16065598,4247,-0.9574369,-0.9060662,0,101,16:48:41
-0.4937508,0.5487965,206.32584,140,1110.0,1110.0,1110.0,1110.0,1349,51,65,87,20,0.16065598,4199,-0.9559788,-0.90625393,0,103,16:48:41
-0.50039726,0.5479486,206.1959,140,1110.0,1110.0,1110.0,1110.0,2301,49,48,86,20,0.08032799,4244,-0.9522218,-0.9122761,0,81,16:48:41
-0.5002875,0.54749125,206.9468,140,1110.0,1110.0,1110.0,1110.0,120,49,79,90,20,0.16065598,4257,-0.9527855,-0.9123357,0,115,16:48:41
-0.50252163,0.538656,207.1678,140,1110.0,1110.0,1110.0,1110.0,2665,51,74,87,20,0.16065598,4253,-0.9410814,-0.9098389,0,102,16:48:41
-0.5096175,0.547461,206.91975,140,1110.0,1110.0,1110.0,1110.0,1349,50,71,87,20,0.08032799,4235,-0.947542,-0.9211319,0,101,16:48:42
-0.5176078,0.5478292,206.56479,140,1110.0,1110.0,1110.0,1110.0,2665,51,93,91,20,0.08032799,4206,-0.9440281,-0.9294676,0,102,16:48:42
-0.51612294,0.5469751,206.54572,140,1110.0,1110.0,1110.0,1110.0,352,51,60,91,20,0.08032799,4164,-0.9427378,-0.92907274,0,113,16:48:42
-0.51436025,0.5547468,206.62326,140,1110.0,1110.0,1110.0,1110.0,1621,51,108,87,20,0.16065598,4248,-0.9521392,-0.9300202,0,102,16:48:42
-0.5111573,0.5559479,207.2915,140,1110.0,1110.0,1110.0,1110.0,2301,48,101,87,20,0.16065598,4247,-0.955393,-0.92736775,0,101,16:48:42
-0.5121954,0.5528759,206.3819,140,1110.0,1110.0,1110.0,1110.0,2665,49,60,86,20,0.08032799,4253,-0.9513434,-0.9269925,0,102,16:48:42
-0.50306445,0.5440702,206.08073,140,1110.0,1110.0,1110.0,1110.0,2665,51,48,81,20,0.16065598,4249,-0.94685316,-0.91357213,0,100,16:48:42
-0.5094472,0.53446513,206.02197,140,1110.0,1110.0,1110.0,1110.0,2665,50,53,86,20,0.16065598,4250,-0.933691,-0.91451603,0,101,16:48:42
-0.50948435,0.5315917,206.4429,140,1110.0,1110.0,1110.0,1110.0,1073,51,114,87,20,0.08032799,4249,-0.93036723,-0.9135595,0,102,16:48:42
-0.50457853,0.53771365,206.62839,140,1110.0,1110.0,1110.0,1110.0,1800,51,57,90,20,0.16065598,4247,-0.9389459,-0.9115443,0,102,16:48:42
-0.49834302,0.5443303,206.31783,140,1110.0,1110.0,1110.0,1110.0,2665,51,87,87,20,0.16065598,4194,-0.94822526,-0.90913254,0,101,16:48:43
-0.5015121,0.5433903,206.80661,140,1110.0,1110.0,1110.0,1110.0,2665,49,62,85,20,0.16065598,4258,-0.9475883,-0.9108192,0,101,16:48:43
