Complete data set for Project: Unknown refer to GUI for structure
-0.24618693,0.930288,16.188416,140,1110.0,1110.0,1110.0,1110.0,146,156,123,306,20,0.16065598,3986,1,0,0,47055,13:2:41
-0.24922775,0.93474156,15.9753475,140,1110.0,1110.0,1110.0,1110.0,185,468,134,260,20,0.08032799,4051,1,0,0,102,13:2:41
-0.24016409,0.92889565,15.761122,140,1110.0,1110.0,1110.0,1110.0,156,2665,91,215,20,0.16065598,4000,1,0,0,99,13:2:41
-0.23577909,0.9340474,16.18864,140,1110.0,1110.0,1110.0,1110.0,211,162,88,177,20,0.16065598,4058,1,0,0,98,13:2:41
-0.24213769,0.9403736,15.018082,140,1110.0,1110.0,1110.0,1110.0,119,1349,70,2021,20,0.08032799,3999,1,0,0,102,13:2:41
-0.24865626,0.9446809,15.33299,140,1110.0,1110.0,1110.0,1110.0,237,164,95,361,20,0.08032799,4002,1,0,0,99,13:2:41
-0.24291058,0.9416399,15.599619,140,1110.0,1110.0,1110.0,1110.0,113,603,79,306,20,0.16065598,3991,1,0,0,102,13:2:42
-0.24268252,0.93354225,15.002458,140,1110.0,1110.0,1110.0,1110.0,182,796,84,153,20,0.16065598,4001,1,0,0,103,13:2:42
-0.24488616,0.9358258,15.3280325,140,1110.0,1110.0,1110.0,1110.0,153,1073,82,299,20,0.16065598,3996,1,0,0,103,13:2:42
-0.25040683,0.929293,15.002447,140,1110.0,1110.0,1110.0,1110.0,153,190,108,720,20,0.16065598,3999,1,0,0,98,13:2:42
-0.2554961,0.93410593,16.085663,140,1110.0,1110.0,1110.0,1110.0,126,603,83,1243,20,0.16065598,4041,1,0,0,99,13:2:42
-0.25546518,0.9353757,15.607397,140,1110.0,1110.0,1110.0,1110.0,126,162,361,215,20,0.16065598,4008,1,0,0,103,13:2:42
-0.2528003,0.9355271,15.461567,140,1110.0,1110.0,1110.0,1110.0,141,484,96,136,20,0.16065598,4038,1,0,0,99,13:2:42
-0.2534241,0.928471,15.451454,140,1110.0,1110.0,1110.0,1110.0,156,1349,95,657,20,0.08032799,3994,1,0,0,95,13:2:42
-0.2506121,0.930703,16.104439,140,1110.0,1110.0,1110.0,1110.0,146,888,119,720,20,0.16065598,4005,1,0,0,101,13:2:42
-0.24487603,0.9263435,15.607396,140,1110.0,1110.0,1110.0,1110.0,113,270,344,352,20,0.16065598,4055,1,0,0,103,13:2:42
-0.24198306,0.9264446,15.492697,140,1110.0,1110.0,1110.0,1110.0,120,215,344,182,20,0.08032799,4042,1,0,0,99,13:2:43
-0.24104969,0.92338115,15.487963,140,1110.0,1110.0,1110.0,1110.0,135,260,352,222,20,0.08032799,4000,1,0,0,99,13:2:43
-0.23198907,0.9179621,15.103189,140,1110.0,1110.0,1110.0,1110.0,147,158,160,657,20,0.08032799,3998,1,0,0,102,13:2:43
-0.2329591,0.91974825,14.788281,140,1110.0,1110.0,1110.0,1110.0,158,2301,79,361,20,0.16065598,3997,1,0,0,103,13:2:43
-0.24156515,0.9269933,15.425549,140,1110.0,1110.0,1110.0,1110.0,126,199,89,500,20,0.08032799,4005,1,0,0,96,13:2:43
-0.2366602,0.93618995,14.902884,140,1110.0,1110.0,1110.0,1110.0,146,306,119,222,20,0.08032799,4044,1,0,0,104,13:2:43
-0.23366958,0.93765664,15.193487,140,1110.0,1110.0,1110.0,1110.0,127,185,180,391,20,0.08032799,4050,1,0,0,97,13:2:43
-0.2293757,0.9280715,15.176138,140,1110.0,1110.0,1110.0,1110.0,125,193,134,687,20,0.08032799,4047,1,0,0,102,13:2:43
-0.22684145,0.93382597,15.762571,140,1110.0,1110.0,1110.0,1110.0,147,796,132,233,20,0.16065598,4053,1,0,0,98,13:2:43
-0.22945838,0.93086773,15.511915,140,1110.0,1110.0,1110.0,1110.0,135,414,352,299,20,0.08032799,4048,1,0,0,98,13:2:43
-0.24491692,0.93168694,15.805009,140,1110.0,1110.0,1110.0,1110.0,146,468,136,153,20,0.08032799,4001,1,0,0,106,13:2:44
-0.2590752,0.9350815,15.003247,140,1110.0,1110.0,1110.0,1110.0,153,320,57,484,20,0.16065598,3991,1,0,0,105,13:2:44
-0.2582164,0.932821,15.727453,140,1110.0,1110.0,1110.0,1110.0,153,361,54,306,20,0.08032799,3999,1,0,0,101,13:2:44
-0.25535998,0.9364447,15.667919,140,1110.0,1110.0,1110.0,1110.0,127,352,97,237,20,0.08032799,4050,1,0,0,100,13:2:44
-0.25328767,0.925204,15.640589,140,1110.0,1110.0,1110.0,1110.0,126,2665,135,180,20,0.08032799,4050,1,0,0,100,13:2:44
-0.25278378,0.92237973,15.701204,140,1110.0,1110.0,1110.0,1110.0,134,306,88,229,20,0.16065598,3994,1,0,0,99,13:2:44
-0.25157717,0.92553234,14.822556,140,1110.0,1110.0,1110.0,1110.0,147,299,138,2665,20,0.08032799,4048,1,0,0,100,13:2:44
-0.24366267,0.9285402,14.902306,140,1110.0,1110.0,1110.0,1110.0,153,177,95,2665,20,0.16065598,4044,1,0,0,103,13:2:44
-0.23204793,0.9384468,15.283834,140,1110.0,1110.0,1110.0,1110.0,139,306,85,888,20,0.16065598,4046,1,0,0,101,13:2:44
-0.236853,0.9383355,15.822043,140,1110.0,1110.0,1110.0,1110.0,120,1243,98,218,20,0.08032799,4059,1,0,0,102,13:2:45
-0.2274853,0.92914337,15.156977,140,1110.0,1110.0,1110.0,1110.0,120,484,88,500,20,0.08032799,4004,1,0,0,96,13:2:45
-0.21700035,0.94090325,15.117699,140,1110.0,1110.0,1110.0,1110.0,135,344,103,229,20,0.08032799,4057,1,0,0,103,13:2:45
-0.21626794,0.95301485,15.451723,140,1110.0,1110.0,1110.0,1110.0,153,166,164,888,20,0.08032799,3999,1,0,0,99,13:2:45
-0.21276529,0.94800204,16.189838,140,1110.0,1110.0,1110.0,1110.0,147,293,77,2665,20,0.08032799,4050,1,0,0,99,13:2:45
-0.21336286,0.9535017,16.67767,140,1110.0,1110.0,1110.0,1110.0,154,110,99,154,20,0.16065598,3986,1,0,0,102,13:2:45
-0.21096599,0.9581172,15.608235,140,1110.0,1110.0,1110.0,1110.0,139,2665,88,657,20,0.16065598,4045,1,0,0,101,13:2:45
-0.21553265,0.95579547,16.250736,140,1110.0,1110.0,1110.0,1110.0,119,218,143,270,20,0.16065598,4041,1,0,0,97,13:2:45
-0.2212764,0.95240974,15.388046,140,1110.0,1110.0,1110.0,1110.0,126,720,158,229,20,0.08032799,4051,1,0,0,105,13:2:45
-0.21864426,0.9558528,14.959739,140,1110.0,1110.0,1110.0,1110.0,138,127,82,276,20,0.08032799,4039,1,0,0,98,13:2:45
-0.2198813,0.94919896,15.847456,140,1110.0,1110.0,1110.0,1110.0,146,484,79,215,20,0.08032799,3994,1,0,0,102,13:2:46
-0.2205139,0.9502971,15.487955,140,1110.0,1110.0,1110.0,1110.0,153,90,72,265,20,0.16065598,3990,1,0,0,99,13:2:46
-0.22167444,0.95639056,15.119009,140,1110.0,1110.0,1110.0,1110.0,158,500,88,361,20,0.08032799,4052,1,0,0,102,13:2:46
-0.22628956,0.9564411,15.572048,140,1110.0,1110.0,1110.0,1110.0,127,299,86,344,20,0.16065598,4033,1,0,0,101,13:2:46
-0.22508073,0.9359873,15.72266,140,1110.0,1110.0,1110.0,1110.0,126,306,87,215,20,0.16065598,4000,1,0,0,103,13:2:46
-0.23209493,0.9357698,15.851646,140,1110.0,1110.0,1110.0,1110.0,119,237,86,293,20,0.08032799,3993,1,0,0,102,13:2:46
-0.24053355,0.91400415,15.946657,140,1110.0,1110.0,1110.0,1110.0,153,414,97,313,20,0.16065598,4004,1,0,0,98,13:2:46
-0.23614317,0.91114897,15.789724,140,1110.0,1110.0,1110.0,1110.0,136,468,81,2021,20,0.16065598,3995,1,0,0,100,13:2:46
-0.23474686,0.90547925,15.394636,140,1110.0,1110.0,1110.0,1110.0,153,629,153,426,20,0.08032799,4059,1,0,0,105,13:2:46
-0.2309078,0.91192085,15.64196,140,1110.0,1110.0,1110.0,1110.0,114,468,182,135,20,0.08032799,3995,1,0,0,100,13:2:46
-0.22838454,0.9165364,15.452204,140,1110.0,1110.0,1110.0,1110.0,121,218,75,657,20,0.16065598,3991,1,0,0,101,13:2:47
-0.22876728,0.9093818,15.607273,140,1110.0,1110.0,1110.0,1110.0,111,1004,119,237,20,0.08032799,4000,1,0,0,97,13:2:47
-0.2273457,0.91316986,15.964056,140,1110.0,1110.0,1110.0,1110.0,120,136,138,402,20,0.08032799,3993,1,0,0,102,13:2:47
-0.22948958,0.9200793,15.076487,140,1110.0,1110.0,1110.0,1110.0,144,2665,109,352,20,0.16065598,4002,1,0,0,101,13:2:47
-0.23515105,0.9311156,14.900351,140,1110.0,1110.0,1110.0,1110.0,146,182,84,180,20,0.08032799,4011,1,0,0,97,13:2:47
-0.23659535,0.9311636,15.117605,140,1110.0,1110.0,1110.0,1110.0,109,629,71,265,20,0.16065598,4001,1,0,0,105,13:2:47
